1	0.5	2000
0	0	1000	0	0	0
2	45	10000	0.0002	0.0002	0
1	0.5	2000	0	0	0
0	0	1000	0	0	0
2	-65	10000	0.0002	0.0002	0
1	0.5	1000	0	0	0

